BLOCK,BLOCK00,TAZ
A060014005003002,60014005000000,1001
A060014005003003,60014005000000,1001
A060014005003004,60014005000000,1001
A060014005003005,60014005000000,1001
A060014005003006,60014005000000,1001
A060014005003007,60014005000000,1001
A060014005004000,60014005000000,1001
A060014005004001,60014005000000,1001
A060014005004002,60014005000000,1001
A060014005004003,60014005000000,1001
A060014005004004,60014005000000,1001
A060014005004005,60014005000000,1001
A060014005004006,60014005000000,1001
A060014006001000,60014006000000,997
A060014006001001,60014006000000,997
A060014006001002,60014006000000,997
A060014006001003,60014006000000,997
A060014006001004,60014006000000,997
A060014006001005,60014006000000,997
A060014006001006,60014006000000,997
A060014006001007,60014006000000,997
A060014006001008,60014006000000,997
A060014006001009,60014006000000,997
A060014006001010,60014006000000,997
A060014006002000,60014006000000,997
A060014006002001,60014006000000,997
A060014006002002,60014006000000,997
A060014006002003,60014006000000,997
A060014006002004,60014006000000,997
A060014006002005,60014006000000,997
A060014006002006,60014006000000,997
A060014006002007,60014006000000,997
A060014006002008,60014006000000,997
A060014007001000,60014007000000,996
A060014007001001,60014007000000,996
A060014007001002,60014007000000,996
A060014007001003,60014007000000,996
A060014007001004,60014007000000,996
A060014007001005,60014007000000,996
A060014007001006,60014007000000,996
A060014007001007,60014007000000,996
A060014007001008,60014007000000,996
A060014007001009,60014007000000,996
A060014007001010,60014007000000,996
A060014007001011,60014007000000,996
A060014007001012,60014007000000,996
A060014007001013,60014007000000,996
A060014007001014,60014007000000,996
A060014007001015,60014007000000,996
A060014007001016,60014007000000,996
A060014007001017,60014007000000,996
A060014007001018,60014007000000,996
A060014007001019,60014007000000,996
A060014007001020,60014007000000,996
A060014007001021,60014007000000,996
A060014007001022,60014007000000,996
A060014007001023,60014007000000,996
A060014007001024,60014007000000,996
A060014007001025,60014007000000,996
A060014007001026,60014007000000,996
A060014007001027,60014007000000,996
A060014007001028,60014007000000,996
A060014007001029,60014007000000,996
A060014007001030,60014007000000,996
A060014007002000,60014007000000,996
A060014007002001,60014007000000,996
A060014007002002,60014007000000,996
A060014007002003,60014007000000,996
A060014007002004,60014007000000,996
A060014007002005,60014007000000,996
A060014007002006,60014007000000,996
A060014007002007,60014007000000,996
A060014007002008,60014007000000,996
A060014007002009,60014007000000,996
A060014007002010,60014007000000,996
A060014007002011,60014007000000,996
A060014007002012,60014007000000,996
A060014007002013,60014007000000,996
A060014007002014,60014007000000,996
A060014007002015,60014007000000,996
A060014007003000,60014007000000,996
A060014007003001,60014007000000,996
A060014007003002,60014007000000,996
A060014007003003,60014007000000,996
A060014007003004,60014007000000,996
A060014007003005,60014007000000,996
A060014007003006,60014007000000,996
A060014007003007,60014007000000,996
A060014007003008,60014007000000,996
A060014007003009,60014007000000,996
A060014007003010,60014007000000,996
A060014007004000,60014007000000,996
A060014007004001,60014007000000,996
A060014007004002,60014007000000,996
A060014007004003,60014007000000,996
A060014007004004,60014007000000,996
A060014007004005,60014007000000,996
A060014007004006,60014007000000,996
A060014007004007,60014007000000,996
A060014007004008,60014007000000,996
A060014007004009,60014007000000,996
A060014007004010,60014007000000,996
A060014007004011,60014007000000,996
A060014007004012,60014007000000,996
A060014007004013,60014007000000,996
A060014007004014,60014007000000,996
A060014008001000,60014008000000,993
A060014008001001,60014008000000,993
A060014008001002,60014008000000,993
A060014008001003,60014008000000,993
A060014008001004,60014008000000,993
A060014008001005,60014008000000,993
A060014008001006,60014008000000,993
A060014008001007,60014008000000,993
A060014008001008,60014008000000,993
A060014008001009,60014008000000,993
A060014008001010,60014008000000,993
A060014008001011,60014008000000,993
A060014008001012,60014008000000,993
A060014008001013,60014008000000,993
A060014008001014,60014008000000,993
A060014008001015,60014008000000,993
A060014008001016,60014008000000,993
A060014008001017,60014008000000,993
A060014008002000,60014008000000,993
A060014008002001,60014008000000,993
A060014008002002,60014008000000,993
A060014008002003,60014008000000,993
A060014008002004,60014008000000,993
A060014008002005,60014008000000,993
A060014008002006,60014008000000,993
A060014008002007,60014008000000,993
A060014008002008,60014008000000,993
A060014008002009,60014008000000,993
A060014008002010,60014008000000,993
A060014008002011,60014008000000,993
A060014008003000,60014008000000,993
A060014008003001,60014008000000,993
A060014008003002,60014008000000,993
A060014008003003,60014008000000,993
A060014008003004,60014008000000,993
A060014008003005,60014008000000,993
A060014008003006,60014008000000,993
A060014008003007,60014008000000,993
A060014008003008,60014008000000,993
A060014008003009,60014008000000,993
A060014008003010,60014008000000,993
A060014008003011,60014008000000,993
A060014008003012,60014008000000,993
A060014008003013,60014008000000,993
A060014008003014,60014008000000,993
A060014009001000,60014009000000,992
A060014009001001,60014009000000,992
A060014009001002,60014009000000,992
A060014009001003,60014009000000,992
A060014009001004,60014009000000,992
A060014009001005,60014009000000,992
A060014009001006,60014009000000,992
A060014009001007,60014009000000,992
A060014009001008,60014009000000,992
A060014009001009,60014009000000,992
A060014009001010,60014009000000,992
A060014009001011,60014009000000,992
A060014009001012,60014009000000,992
A060014009002000,60014009000000,992
A060014009002001,60014009000000,992
A060014009002002,60014009000000,992
A060014009002003,60014009000000,992
A060014009002004,60014009000000,992
A060014009002005,60014009000000,992
A060014009002006,60014009000000,992
A060014009002007,60014009000000,992
A060014009002008,60014009000000,992
A060014009002009,60014009000000,992
A060014009002010,60014009000000,992
A060014009002011,60014009000000,992
A060014010001000,60014010000000,977
A060014010001001,60014010000000,977
A060014010001002,60014010000000,977
A060014010001003,60014010000000,977
A060014010001004,60014010000000,977
A060014010001005,60014010000000,977
A060014010001006,60014010000000,977
A060014010001007,60014010000000,977
A060014010002000,60014010000000,977
A060014010002001,60014010000000,977
A060014010002002,60014010000000,977
A060014010002003,60014010000000,977
A060014010002004,60014010000000,977
A060014010002005,60014010000000,977
A060014010002006,60014010000000,977
A060014010002007,60014010000000,977
A060014010002008,60014010000000,977
A060014010002009,60014010000000,977
A060014010003000,60014010000000,977
A060014010003001,60014010000000,977
A060014010003002,60014010000000,977
A060014010003003,60014010000000,977
A060014010003004,60014010000000,977
A060014010003005,60014010000000,977
A060014010003006,60014010000000,977
A060014010003007,60014010000000,977
A060014010003008,60014010000000,977
A060014010003009,60014010000000,977
A060014010003010,60014010000000,977
A060014010003011,60014010000000,977
A060014010003012,60014010000000,977
A060014010003013,60014010000000,977
A060014010004000,60014010000000,977
A060014010004001,60014010000000,977
A060014010004002,60014010000000,977
A060014010004003,60014010000000,977
A060014010004004,60014010000000,977
A060014010004005,60014010000000,977
A060014010004006,60014010000000,977
A060014010005000,60014010000000,977
A060014010005001,60014010000000,977
A060014010005002,60014010000000,977
A060014010005003,60014010000000,977
A060014010005004,60014010000000,977
A060014010005005,60014010000000,977
A060014010005006,60014010000000,977
A060014010005007,60014010000000,977
A060014010005008,60014010000000,977
A060014010006000,60014010000000,977
A060014010006001,60014010000000,977
A060014010006002,60014010000000,977
A060014010006003,60014010000000,977
A060014010006004,60014010000000,977
A060014010006005,60014010000000,977
A060014010006006,60014010000000,977
A060014010006007,60014010000000,977
A060014010006008,60014010000000,977
A060014010006009,60014010000000,977
A060014011001000,60014011000000,976
A060014011001001,60014011000000,976
A060014011001002,60014011000000,976
A060014011001003,60014011000000,976
A060014011001004,60014011000000,976
A060014011001005,60014011000000,976
A060014011001006,60014011000000,976
A060014011001007,60014011000000,976
A060014011002000,60014011000000,976
A060014011002001,60014011000000,976
A060014011002002,60014011000000,976
A060014011002003,60014011000000,976
A060014011002004,60014011000000,976
A060014011002005,60014011000000,976
A060014011002006,60014011000000,976
A060014011003000,60014011000000,976
A060014011003001,60014011000000,976
A060014011003002,60014011000000,976
A060014011003003,60014011000000,976
A060014011003004,60014011000000,976
A060014011003005,60014011000000,976
A060014011003006,60014011000000,976
A060014011003007,60014011000000,976
A060014011003008,60014011000000,976
A060014011004000,60014011000000,976
A060014011004001,60014011000000,976
A060014011004002,60014011000000,976
A060014011004003,60014011000000,976
A060014011004004,60014011000000,976
A060014011004005,60014011000000,976
A060014011004006,60014011000000,976
A060014011004007,60014011000000,976
A060014011004008,60014011000000,976
A060014011004009,60014011000000,976
A060014011004010,60014011000000,976
A060014011004011,60014011000000,976
A060014011004012,60014011000000,976
A060014011004013,60014011000000,976
A060014011004014,60014011000000,976
A060014011004015,60014011000000,976
A060014011004016,60014011000000,976
A060014011004017,60014011000000,976
A060014011004018,60014011000000,976
A060014012001000,60014012000000,975
A060014012001001,60014012000000,975
A060014012001002,60014012000000,975
A060014012001003,60014012000000,975
A060014012001004,60014012000000,975
A060014012001005,60014012000000,975
A060014012001006,60014012000000,975
A060014012001007,60014012000000,975
A060014012001008,60014012000000,975
A060014012001009,60014012000000,975
A060014012001010,60014012000000,975
A060014012001011,60014012000000,975
A060014012001012,60014012000000,975
A060014012001013,60014012000000,975
A060014012001014,60014012000000,975
A060014012001015,60014012000000,975
A060014012001016,60014012000000,975
A060014012002000,60014012000000,975
A060014012002001,60014012000000,975
A060014012002002,60014012000000,975
A060014012002003,60014012000000,975
A060014012002004,60014012000000,975
A060014012002005,60014012000000,975
A060014012002006,60014012000000,975
A060014012002007,60014012000000,975
A060014012002008,60014012000000,975
A060014012002009,60014012000000,975
A060014012003000,60014012000000,975
A060014012003001,60014012000000,975
A060014012003002,60014012000000,975
A060014012003003,60014012000000,975
A060014012003004,60014012000000,975
A060014012003005,60014012000000,975
A060014012003006,60014012000000,975
A060014012003007,60014012000000,975
A060014013001000,60014013000000,979
A060014013001001,60014013000000,979
A060014013001002,60014013000000,979
A060014013001003,60014013000000,979
A060014013001004,60014013000000,979
A060014013001005,60014013000000,979
A060014013001006,60014013000000,979
A060014013001007,60014013000000,979
A060014013001008,60014013000000,979
A060014013001009,60014013000000,979
A060014013001010,60014013000000,979
A060014013001011,60014013000000,979
A060014013001012,60014013000000,979
A060014013001013,60014013000000,979
A060014013001014,60014013000000,979
A060014013001015,60014013000000,979
A060014013001016,60014013000000,979
A060014013001017,60014013000000,979
A060014013001018,60014013000000,979
A060014013001019,60014013000000,979
A060014013001020,60014013000000,979
A060014013001021,60014013000000,979
A060014013001022,60014013000000,979
A060014013001023,60014013000000,979
A060014013001024,60014013000000,979
A060014013001025,60014013000000,979
A060014013001026,60014013000000,979
A060014013002000,60014013000000,979
A060014013002001,60014013000000,979
A060014013002002,60014013000000,979
A060014013002003,60014013000000,979
A060014013002004,60014013000000,979
A060014013002005,60014013000000,979
A060014013002006,60014013000000,979
A060014013002007,60014013000000,979
A060014013002008,60014013000000,979
A060014013002009,60014013000000,979
A060014013002010,60014013000000,979
A060014013002011,60014013000000,979
A060014013003000,60014013000000,979
A060014013003001,60014013000000,979
A060014013003002,60014013000000,979
A060014013003003,60014013000000,979
A060014013003004,60014013000000,979
A060014013003005,60014013000000,979
A060014013003006,60014013000000,979
A060014013003007,60014013000000,979
A060014013003008,60014013000000,979
A060014013003009,60014013000000,979
A060014013003010,60014013000000,979
A060014014001000,60014014000000,978
A060014014001001,60014014000000,978
A060014014001002,60014014000000,978
A060014014001003,60014014000000,978
A060014014001004,60014014000000,978
A060014014001005,60014014000000,978
A060014014001006,60014014000000,978
A060014014001007,60014014000000,978
A060014014001008,60014014000000,978
A060014014001009,60014014000000,978
A060014014001010,60014014000000,978
A060014014001011,60014014000000,978
A060014014001012,60014014000000,978
A060014014001013,60014014000000,978
A060014014001014,60014014000000,978
A060014014001015,60014014000000,978
A060014014002000,60014014000000,978
A060014014002001,60014014000000,978
A060014014002002,60014014000000,978
A060014014002003,60014014000000,978
A060014014002004,60014014000000,978
A060014014002005,60014014000000,978
A060014014002006,60014014000000,978
A060014014002007,60014014000000,978
A060014014002008,60014014000000,978
A060014014002009,60014014000000,978
A060014014002010,60014014000000,978
A060014014002011,60014014000000,978
A060014014002012,60014014000000,978
A060014014002013,60014014000000,978
A060014014003000,60014014000000,978
A060014014003001,60014014000000,978
A060014014003002,60014014000000,978
A060014014003003,60014014000000,978
A060014014003004,60014014000000,978
A060014014003005,60014014000000,978
A060014014003006,60014014000000,978
A060014014003007,60014014000000,978
A060014014003008,60014014000000,978
A060014014003009,60014014000000,978
A060014014003010,60014014000000,978
A060014014003011,60014014000000,978
A060014014003012,60014014000000,978
A060014014003013,60014014000000,978
A060014014003014,60014014000000,978
A060014014003015,60014014000000,978
A060014014003016,60014014000000,978
A060014015001000,60014015000000,990
A060014015001001,60014015000000,990
A060014015001002,60014015000000,990
A060014015001003,60014015000000,990
A060014015001004,60014015000000,990
A060014015001005,60014015000000,990
A060014015001006,60014015000000,990
A060014015001007,60014015000000,990
A060014015001008,60014015000000,990
A060014015001009,60014015000000,990
A060014015001010,60014015000000,990
A060014015001011,60014015000000,990
A060014015001012,60014015000000,990
A060014015001013,60014015000000,990
A060014015001014,60014015000000,990
A060014015001015,60014015000000,990
A060014015001016,60014015000000,990
A060014015001017,60014015000000,990
A060014015002000,60014015000000,990
A060014015002001,60014015000000,990
A060014015002002,60014015000000,990
A060014015002003,60014015000000,990
A060014015002004,60014015000000,990
A060014015002005,60014015000000,990
A060014015002006,60014015000000,990
A060014015002007,60014015000000,990
A060014015003000,60014015000000,990
A060014015003001,60014015000000,990
A060014015003002,60014015000000,990
A060014015003003,60014015000000,990
A060014015003004,60014015000000,990
A060014015003005,60014015000000,990
A060014015003006,60014015000000,990
A060014015003007,60014015000000,990
A060014015003008,60014015000000,990
A060014015003009,60014015000000,990
A060014016001000,60014016000000,989
A060014016001001,60014016000000,989
A060014016001002,60014016000000,989
A060014016001003,60014016000000,989
A060014016001004,60014016000000,989
A060014016001005,60014016000000,989
A060014016001006,60014016000000,989
A060014016001007,60014016000000,989
A060014016001008,60014016000000,989
A060014016001009,60014016000000,989
A060014016001010,60014016000000,989
A060014016001011,60014016000000,989
A060014016001012,60014016000000,989
A060014016001013,60014016000000,989
A060014016001014,60014016000000,989
A060014016001015,60014016000000,989
A060014016001016,60014016000000,989
A060014016001017,60014016000000,989
A060014016001018,60014016000000,989
A060014016001019,60014016000000,989
A060014016001020,60014016000000,989
A060014016001021,60014016000000,989
A060014016002000,60014016000000,989
A060014016002001,60014016000000,989
A060014016002002,60014016000000,989
A060014016002003,60014016000000,989
A060014016002004,60014016000000,989
A060014016002005,60014016000000,989
A060014016002006,60014016000000,989
A060014016002007,60014016000000,989
A060014016002008,60014016000000,989
A060014016002009,60014016000000,989
A060014016002010,60014016000000,989
A060014016002011,60014016000000,989
A060014016002012,60014016000000,989
A060014016002013,60014016000000,989
A060014016002014,60014016000000,989
A060014016002015,60014016000000,989
A060014016002016,60014016000000,989
A060014017001000,60014017000000,988
A060014017001001,60014017000000,988
A060014017001002,60014017000000,988
A060014017001003,60014017000000,988
A060014017001004,60014017000000,988
A060014017001005,60014017000000,988
A060014017001006,60014017000000,988
A060014017001007,60014017000000,988
A060014017001008,60014017000000,988
A060014017001009,60014017000000,988
A060014017001010,60014017000000,988
A060014017001011,60014017000000,988
A060014017001012,60014017000000,988
A060014017001013,60014017000000,988
A060014017001014,60014017000000,988
A060014017001015,60014017000000,988
A060014017001016,60014017000000,988
A060014017001017,60014017000000,988
A060014017001018,60014017000000,988
A060014017001019,60014017000000,988
A060014017001020,60014017000000,988
A060014017001021,60014017000000,988
A060014017001022,60014017000000,988
A060014017001023,60014017000000,988
A060014017001024,60014017000000,988
A060014017001025,60014017000000,988
A060014017001026,60014017000000,988
A060014017001027,60014017000000,988
A060014017001028,60014017000000,988
A060014017001029,60014017000000,988
A060014017001030,60014017000000,988
A060014017001031,60014017000000,988
A060014017001032,60014017000000,988
A060014017001033,60014017000000,988
A060014017001034,60014017000000,988
A060014017001035,60014017000000,988
A060014017001036,60014017000000,988
A060014017001037,60014017000000,988
A060014017001038,60014017000000,988
A060014017001039,60014017000000,988
A060014017001040,60014017000000,988
A060014017001041,60014017000000,988
A060014017001042,60014017000000,988
A060014017001043,60014017000000,988
A060014017001044,60014017000000,988
A060014017001045,60014017000000,988
A060014017001046,60014017000000,988
A060014017001047,60014017000000,988
A060014017001048,60014017000000,988
A060014017001049,60014017000000,988
A060014017001050,60014017000000,988
A060014017001051,60014017000000,988
A060014017001052,60014017000000,988
A060014017002000,60014017000000,988
A060014017002001,60014017000000,988
A060014017002002,60014017000000,988
A060014017002003,60014017000000,988
A060014017002004,60014017000000,988
A060014017002005,60014017000000,988
A060014017002006,60014017000000,988
A060014017002007,60014017000000,988
A060014017002008,60014017000000,988
A060014017002009,60014017000000,988
A060014017002010,60014017000000,988
A060014017002011,60014017000000,988
A060014017002012,60014017000000,988
A060014017002013,60014017000000,988
A060014017002014,60014017000000,988
A060014017002015,60014017000000,988
A060014017002016,60014017000000,988
A060014017002017,60014017000000,988
A060014017002018,60014017000000,988
A060014017002019,60014017000000,988
A060014017002020,60014017000000,988
A060014017002021,60014017000000,988
A060014017002022,60014017000000,988
A060014017002023,60014017000000,988
A060014017002024,60014017000000,988
A060014017002025,60014017000000,988
A060014017002026,60014017000000,988
A060014017002027,60014017000000,988
A060014017002028,60014017000000,988
A060014017002029,60014017000000,988
A060014017002030,60014017000000,988
A060014017003000,60014017000000,988
A060014017003001,60014017000000,988
A060014017003002,60014017000000,988
A060014017003003,60014017000000,988
A060014017003004,60014017000000,988
A060014017003005,60014017000000,988
A060014017003006,60014017000000,988
A060014017003007,60014017000000,988
A060014017003008,60014017000000,988
A060014017003009,60014017000000,988
A060014017003010,60014017000000,988
A060014017003011,60014017000000,988
A060014017003012,60014017000000,988
A060014017003013,60014017000000,988
A060014017003014,60014017000000,988
A060014017003015,60014017000000,988
A060014017003016,60014017000000,988
A060014017003017,60014017000000,988
A060014017003018,60014017000000,988
A060014017003019,60014017000000,988
A060014017003020,60014017000000,988
A060014017003021,60014017000000,988
A060014017003022,60014017000000,988
A060014017003023,60014017000000,988
A060014017003024,60014017000000,988
A060014017003025,60014017000000,988
A060014017003026,60014017000000,988
A060014017003027,60014017000000,988
A060014017003028,60014017000000,988
A060014017003029,60014017000000,988
A060014017003030,60014017000000,988
A060014017003031,60014017000000,988
A060014017003032,60014017000000,988
A060014017003033,60014017000000,988
A060014017003034,60014017000000,988
A060014017003035,60014017000000,988
A060014017003036,60014017000000,988
A060014017003037,60014017000000,988
A060014017003038,60014017000000,988
A060014017003039,60014017000000,988
A060014017003040,60014017000000,988
A060014017003041,60014017000000,988
A060014017003042,60014017000000,988
A060014017003043,60014017000000,988
A060014017003044,60014017000000,988
A060014017003045,60014017000000,988
A060014017003046,60014017000000,988
A060014017003047,60014017000000,988
A060014017003048,60014017000000,988
A060014017003049,60014017000000,988
A060014017003050,60014017000000,988
A060014017003051,60014017000000,988
A060014017003052,60014017000000,988
A060014017003053,60014017000000,988
A060014017003054,60014017000000,988
A060014017003055,60014017000000,988
A060014017003056,60014017000000,988
A060014017003057,60014017000000,988
A060014017003058,60014017000000,988
A060014017003059,60014017000000,988
A060014017003060,60014017000000,988
A060014018001000,60014018000000,987
A060014018001001,60014018000000,987
A060014018001002,60014018000000,987
A060014018001003,60014018000000,987
A060014018001004,60014018000000,987
A060014018001005,60014018000000,987
A060014018001006,60014018000000,987
A060014018001007,60014018000000,987
A060014018001008,60014018000000,987
A060014018001009,60014018000000,987
A060014018001010,60014018000000,987
A060014018001011,60014018000000,987
A060014018002000,60014018000000,987
A060014018002001,60014018000000,987
A060014018002002,60014018000000,987
A060014018002003,60014018000000,987
A060014018002004,60014018000000,987
A060014018002005,60014018000000,987
A060014018002006,60014018000000,987
A060014018002007,60014018000000,987
A060014018002008,60014018000000,987
A060014018002009,60014018000000,987
A060014019001000,60014019000000,965
A060014019001001,60014019000000,965
A060014019001002,60014019000000,965
A060014019001003,60014019000000,965
A060014019001004,60014019000000,965
A060014019001005,60014019000000,965
A060014019001006,60014019000000,965
A060014019001007,60014019000000,965
A060014019001008,60014019000000,965
A060014019001009,60014019000000,965
A060014019001010,60014019000000,965
A060014019001011,60014019000000,965
A060014019001012,60014019000000,965
A060014019001013,60014019000000,965
A060014019001014,60014019000000,965
A060014019001015,60014019000000,965
A060014019001016,60014019000000,965
A060014019001017,60014019000000,965
A060014019001018,60014019000000,965
A060014019001019,60014019000000,965
A060014019001020,60014019000000,965
A060014019001021,60014019000000,965
A060014019001022,60014019000000,965
A060014019001023,60014019000000,965
A060014019001024,60014019000000,965
A060014019001025,60014019000000,965
A060014019001026,60014019000000,965
A060014019001027,60014019000000,965
A060014019002000,60014019000000,965
A060014019002001,60014019000000,965
A060014019002002,60014019000000,965
A060014019002003,60014019000000,965
A060014019002004,60014019000000,965
A060014019002005,60014019000000,965
A060014019002006,60014019000000,965
A060014019002007,60014019000000,965
A060014019002008,60014019000000,965
A060014019002009,60014019000000,965
A060014019002010,60014019000000,965
A060014019002011,60014019000000,965
A060014019002012,60014019000000,965
A060014019002013,60014019000000,965
A060014019002014,60014019000000,965
A060014019002015,60014019000000,965
A060014019002016,60014019000000,965
A060014019002017,60014019000000,965
A060014019002018,60014019000000,965
A060014019002019,60014019000000,965
A060014019002020,60014019000000,965
A060014019002021,60014019000000,965
A060014019002022,60014019000000,965
A060014019002023,60014019000000,965
A060014019002024,60014019000000,965
A060014019002025,60014019000000,965
A060014019002026,60014019000000,965
A060014019002027,60014019000000,965
A060014019002028,60014019000000,965
A060014019002029,60014019000000,965
A060014019002030,60014019000000,965
A060014019002031,60014019000000,965
A060014019002032,60014019000000,965
A060014019002033,60014019000000,965
A060014019002034,60014019000000,965
A060014019002035,60014019000000,965
A060014019002036,60014019000000,965
A060014019002037,60014019000000,965
A060014019002038,60014019000000,965
A060014019002039,60014019000000,965
A060014019002040,60014019000000,965
A060014019002041,60014019000000,965
A060014019002042,60014019000000,965
A060014019002043,60014019000000,965
A060014019002044,60014019000000,965
A060014019002045,60014019000000,965
A060014019002046,60014019000000,965
A060014020001000,60014020000000,966
